state_fips,year,state,target_source_token,crushed_stone_sold_used_metric_tons,target_withheld,target_includes_agency_estimates,housing_units_authorized,housing_units_reported,permits_include_census_imputation,permits_universe_change,fhwa_state_token,highway_capital_outlays_nominal_thousand_usd,highway_construction_preservation_nominal_thousand_usd,fhwa_reported_year,fhwa_footnote,fhwa_year_matches,fhwa_provenance,construction_gdp_chained_2017_million_usd,total_gdp_chained_2017_million_usd,personal_income_nominal_million_usd,series_id,heavy_civil_employment_thousands,bls_months,industrial_distillate_price_per_mmbtu,industrial_electricity_price_per_mmbtu,industrial_natural_gas_price_per_mmbtu,industrial_energy_price_per_mmbtu,private_nonresidential_nominal_million_usd,private_nonresidential_nominal_million_usd_source_file,state_local_construction_nominal_million_usd,state_local_construction_nominal_million_usd_source_file,active_stone_mines,stone_mine_employees,stone_mine_employee_hours,stone_mine_operations,msha_no_qualifying_activity,msha_uses_current_commodity,msha_activity_not_rated_capacity,cpi_index,cpi_index_observations,mortgage_rate_pct,mortgage_rate_pct_observations,inflation_pct,cpi_2017_multiplier,highway_capital_outlays_2017_million_usd,highway_preservation_2017_million_usd,private_nonresidential_2017_million_usd,state_local_construction_2017_million_usd,industrial_energy_2017_usd_per_mmbtu,lag1_crushed_stone_sold_used_metric_tons,lag1_housing_units_authorized,lag1_highway_capital_outlays_2017_million_usd,lag1_construction_gdp_chained_2017_million_usd,lag1_heavy_civil_employment_thousands,lag1_industrial_energy_2017_usd_per_mmbtu,lag1_active_stone_mines,lag1_stone_mine_employee_hours,lag1_private_nonresidential_2017_million_usd,lag1_state_local_construction_2017_million_usd,lag1_source_year,target_observed,eligible_explanation,eligible_prediction,dataset_stage
01,2015,Alabama,35300000,35300000,FALSE,TRUE,14054,13096,TRUE,FALSE,Alabama,827758,764600,2015,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,8009.1,208950.3,187474.7,SMU01000002023700001,15.508333333333333,12,13.63,17.68,3.98,7.74,2904,nrstatehs1,3569,slstatehs,68,659,1421475,68,FALSE,TRUE,TRUE,237.00175,12,3.850576923076923,52,0.12113723253701636,1.0342581858572777,856.1154874088485,790.7938089064745,3003.4857717295345,3691.267465324624,8.00515835853533,,,,,,,,,,,,TRUE,TRUE,FALSE,approved_gate1_design; model_choice_pending_gate2
02,2017,Alaska,1050000,1050000,FALSE,TRUE,1539,486,TRUE,FALSE,Alaska  3/,899986,786625,2016,3,FALSE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2445,53550.9,41919.4,,,,17.63,47.89,4.69,20.16,236,nrstatehs1,1586,slstatehs,24,102,120197,24,FALSE,TRUE,TRUE,245.121,12,3.989807692307693,52,2.1314449500271726,1,,,236,1586,20.16,760000,1503,919.1687061479513,2550.2,,19.129219639140086,20,90436,228.7744366880608,2673.801228791711,2016,TRUE,FALSE,TRUE,approved_gate1_design; model_choice_pending_gate2
02,2018,Alaska,1400000,1400000,FALSE,TRUE,1677,564,TRUE,FALSE,Alaska,711226,559333,2018,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2500.5,52479.6,43522.7,,,,20.66,50.13,5.97,24.41,352,nrstatehs1,1352,slstatehs,22,109,180021,22,FALSE,TRUE,TRUE,251.0995,12,4.544615384615384,52,2.438999514525486,0.9761907132431566,694.2922162170773,546.0156802104345,343.61913106159113,1319.8098443047477,23.828815310265455,1050000,1539,,2445,,20.16,24,120197,236,1586,2017,TRUE,TRUE,FALSE,approved_gate1_design; model_choice_pending_gate2
02,2019,Alaska,1540000,1540000,FALSE,TRUE,1680,621,TRUE,FALSE,Alaska,767574,612999,2019,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2560,52377.5,44459.7,,,,16.63,49.66,5.95,20.89,494,nrstatehs1,1494,slstatehs,20,125,179097,20,FALSE,TRUE,TRUE,255.65258333333333,12,3.935769230769231,52,1.8132586219141489,0.958805097151701,735.9538636411197,587.7465657488956,473.64971799294034,1432.4548151446413,20.029438479499035,1400000,1677,694.2922162170773,2500.5,,23.828815310265455,22,180021,343.61913106159113,1319.8098443047477,2018,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
02,2020,Alaska,1530000,1530000,FALSE,TRUE,1420,535,TRUE,FALSE,Alaska,608948,484978,2020,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2467.7,50901.3,45375.8,,,,11.61,46.56,4.91,17.98,273,nrstatehs1,1232,slstatehs,22,110,111102,22,FALSE,TRUE,TRUE,258.85575,12,3.111698113207547,53,1.2529373358571627,0.9469405257561404,576.6375392781501,459.2453223001615,258.51476353142635,1166.630727731565,17.025990653095405,1540000,1680,735.9538636411197,2560,,20.029438479499035,20,179097,473.64971799294034,1432.4548151446413,2019,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
02,2021,Alaska,807000,807000,FALSE,TRUE,1552,383,TRUE,FALSE,Alaska,724483,569206,2021,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2374.9,51764,48327.1,,,,17.52,49.39,5.3,16.26,201,nrstatehs1,1537,slstatehs,18,90,66807,18,FALSE,TRUE,TRUE,270.97341666666665,12,2.957692307692308,52,4.681242996018686,0.9045942698561144,655.3631704081672,514.9004859677194,181.82344824107898,1390.3613927688477,14.70870282786042,1530000,1420,576.6375392781501,2467.7,,17.025990653095405,22,111102,258.51476353142635,1166.630727731565,2020,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
02,2022,Alaska,541000,541000,FALSE,TRUE,578,538,TRUE,FALSE,Alaska,702933,553468,2022,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2106.8,50509.1,50793.7,,,,30.07,54.02,6.84,15.95,659,nrstate,1389,slstate,19,66,47882,19,FALSE,TRUE,TRUE,292.62641666666667,12,5.344038461538461,52,7.990820747791694,0.8376584820748412,588.8177897803143,463.61716475699814,552.0169396873204,1163.5076316019545,13.360652789093717,807000,1552,655.3631704081672,2374.9,,14.70870282786042,18,66807,181.82344824107898,1390.3613927688477,2021,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
02,2023,Alaska,589000,589000,FALSE,TRUE,937,894,TRUE,TRUE,Alaska,778710,682923,2023,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,2224.5,54183.8,53322,,,,27.21,54.81,6.54,14.74,483,nrstate,1949,slstate,19,72,60315,19,FALSE,TRUE,TRUE,304.70300000000003,12,6.80673076923077,52,4.126962791295052,0.8044587680462614,626.4400872653042,549.3833952504569,388.55358496634426,1567.8901389221635,11.857722241001893,541000,578,588.8177897803143,2106.8,,13.360652789093717,19,47882,552.0169396873204,1163.5076316019545,2022,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2015,Arizona,10300000,10300000,FALSE,TRUE,28910,28216,TRUE,FALSE,Arizona,786634,639113,2015,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,12776.5,308582.8,267474.1,SMU04000002023700001,14.858333333333334,12,15.03,18.36,6.49,15.17,3498,nrstatehs1,2817,slstatehs,63,515,1013293,63,FALSE,TRUE,TRUE,237.00175,12,3.850576923076923,52,0.12113723253701636,1.0342581858572777,813.5826537736538,661.0078519378023,3617.8351341287575,2913.5053095599515,15.689696679454903,,,,,,,,,,,,TRUE,TRUE,FALSE,approved_gate1_design; model_choice_pending_gate2
04,2016,Arizona,9410000,9410000,FALSE,TRUE,35578,34891,TRUE,FALSE,Arizona,1054975,710522,2016,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,13918.7,319008.4,279696.7,SMU04000002023700001,14.383333333333333,12,12.97,17.78,5.56,13.86,4006,nrstatehs1,2824,slstatehs,64,513,1026507,64,FALSE,TRUE,TRUE,240.00541666666663,12,3.6540384615384616,52,1.2673605433996429,1.0213144495002715,1077.4612113615487,725.666385287832,4091.3856846980875,2884.1920053887666,14.155418270073762,10300000,28910,813.5826537736538,12776.5,14.858333333333334,15.689696679454903,63,1013293,3617.8351341287575,2913.5053095599515,2015,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2017,Arizona,9810000,9810000,FALSE,TRUE,39472,39208,TRUE,FALSE,Arizona,996308,746996,2017,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,15520.3,333099,297261.5,SMU04000002023700001,15.391666666666666,12,15.45,18.91,6.19,14.98,3944,nrstatehs1,4253,slstatehs,64,507,965443,64,FALSE,TRUE,TRUE,245.121,12,3.989807692307693,52,2.1314449500271726,1,996.308,746.996,3944,4253,14.98,9410000,35578,1077.4612113615487,13918.7,14.383333333333333,14.155418270073762,64,1026507,4091.3856846980875,2884.1920053887666,2016,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2018,Arizona,11800000,11800000,FALSE,TRUE,41664,40228,TRUE,FALSE,Arizona,1106242,848157,2018,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,17030.5,346398.3,315459,SMU04000002023700001,17.116666666666667,12,18.72,19.19,5.75,16.2,5685,nrstatehs1,4169,slstatehs,62,505,968167,62,FALSE,TRUE,TRUE,251.0995,12,4.544615384615384,52,2.438999514525486,0.9761907132431566,1079.903166999536,827.962986772176,5549.644204787345,4069.73908351072,15.814289554539137,9810000,39472,996.308,15520.3,15.391666666666666,14.98,64,965443,3944,4253,2017,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2019,Arizona,10900000,10900000,FALSE,TRUE,46580,44983,TRUE,FALSE,Arizona,1375627,1234567,2019,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,18334.7,359576.7,337257.2,SMU04000002023700001,19.225,12,17.57,18.4,3.99,15.68,8287,nrstatehs1,4596,slstatehs,62,505,990933,62,FALSE,TRUE,TRUE,255.65258333333333,12,3.935769230769231,52,1.8132586219141489,0.958805097151701,1318.958179379503,1183.709132375284,7945.617840096146,4406.668226509218,15.034063923338673,11800000,41664,1079.903166999536,17030.5,17.116666666666667,15.814289554539137,62,968167,5549.644204787345,4069.73908351072,2018,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2020,Arizona,11000000,11000000,FALSE,TRUE,60342,57092,TRUE,FALSE,Arizona,1084251,902722,2020,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,19960.8,366588,374282.4,SMU04000002023700001,20.558333333333337,12,12.26,17.79,3.84,13.78,9581,nrstatehs1,5197,slstatehs,59,491,948101,59,FALSE,TRUE,TRUE,258.85575,12,3.111698113207547,53,1.2529373358571627,0.9469405257561404,1026.721211991621,854.8240452916345,9072.637177269582,4921.249912354661,13.048840444919614,10900000,46580,1318.958179379503,18334.7,19.225,15.034063923338673,62,990933,7945.617840096146,4406.668226509218,2019,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2021,Arizona,11400000,11400000,FALSE,TRUE,65334,61372,TRUE,FALSE,Arizona,857953,667115,2021,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,20707.7,396457.5,415893.1,SMU04000002023700001,20.083333333333332,12,18.5,19.89,6.2,16.92,14250,nrstatehs1,4398,slstatehs,60,514,991799,60,FALSE,TRUE,TRUE,270.97341666666665,12,2.957692307692308,52,4.681242996018686,0.9045942698561144,776.0993676058629,603.4684063350618,12890.46834544963,3978.4055988271907,15.305735045965456,11000000,60342,1026.721211991621,19960.8,20.558333333333337,13.048840444919614,59,948101,9072.637177269582,4921.249912354661,2020,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2022,Arizona,11200000,11200000,FALSE,TRUE,61531,57835,TRUE,FALSE,Arizona,907115,711386,2022,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,21122.8,413798.8,435718.7,SMU04000002023700001,22.316666666666663,12,28.76,23.05,7.25,22.29,33105,nrstate,4526,slstate,57,521,1046952,57,FALSE,TRUE,TRUE,292.62641666666667,12,5.344038461538461,52,7.990820747791694,0.8376584820748412,759.8525739673196,595.8985169292929,27730.684049087617,3791.242289870731,18.67140756544821,11400000,65334,776.0993676058629,20707.7,20.083333333333332,15.305735045965456,60,991799,12890.46834544963,3978.4055988271907,2021,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
04,2023,Arizona,13400000,13400000,FALSE,TRUE,58433,53980,TRUE,TRUE,Arizona,1045462,849750,2023,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,22526.2,427644,471040.2,SMU04000002023700001,24.45,12,24.48,23.76,6.78,20.79,46279,nrstate,4888,slstate,56,462,858649,56,FALSE,TRUE,TRUE,304.70300000000003,12,6.80673076923077,52,4.126962791295052,0.8044587680462614,841.0310725591805,683.5888381473106,37229.54732641293,3932.1944582101255,16.724697787681773,11200000,61531,759.8525739673196,21122.8,22.316666666666663,18.67140756544821,57,1046952,27730.684049087617,3791.242289870731,2022,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2015,Arkansas,27800000,27800000,FALSE,TRUE,8500,7801,TRUE,FALSE,Arkansas,853322,724009,2015,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4550.6,121532.5,116632.4,,,,13.96,18.25,6.82,9.97,2654,nrstatehs1,1976,slstatehs,91,856,1793323,91,FALSE,TRUE,TRUE,237.00175,12,3.850576923076923,52,0.12113723253701636,1.0342581858572777,882.5552636721039,748.8122348843418,2744.921225265215,2043.6941752539808,10.31155411299706,,,,,,,,,,,,TRUE,TRUE,FALSE,approved_gate1_design; model_choice_pending_gate2
05,2016,Arkansas,29400000,29400000,FALSE,TRUE,9474,8260,TRUE,FALSE,Arkansas,927320,785039,2016,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4698.3,123034.9,119758.8,,,,12.31,17.81,5.71,9.17,2319,nrstatehs1,2816,slstatehs,94,836,1775837,94,FALSE,TRUE,TRUE,240.00541666666663,12,3.6540384615384616,52,1.2673605433996429,1.0213144495002715,947.0853153105918,801.7716741212437,2368.42820839113,2876.0214897927644,9.36545350191749,27800000,8500,882.5552636721039,4550.6,,10.31155411299706,91,1793323,2744.921225265215,2043.6941752539808,2015,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2017,Arkansas,30900000,30900000,FALSE,TRUE,10795,9583,TRUE,FALSE,Arkansas,1225591,1073072,2017,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4819.6,123882.6,123825.4,,,,14.98,17.8,6.55,9.56,2155,nrstatehs1,2586,slstatehs,89,822,1775624,89,FALSE,TRUE,TRUE,245.121,12,3.989807692307693,52,2.1314449500271726,1,1225.591,1073.072,2155,2586,9.56,29400000,9474,947.0853153105918,4698.3,,9.36545350191749,94,1775837,2368.42820839113,2876.0214897927644,2016,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2018,Arkansas,29000000,29000000,FALSE,TRUE,10179,8287,TRUE,FALSE,Arkansas,1200279,1060915,2018,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4762.3,126371.2,128970.8,,,,18.41,16.53,6.69,9.86,2257,nrstatehs1,3491,slstatehs,87,823,1724492,87,FALSE,TRUE,TRUE,251.0995,12,4.544615384615384,52,2.438999514525486,0.9761907132431566,1171.7012131007828,1035.6553705403635,2203.2624397898044,3407.88177993186,9.625240432577524,30900000,10795,1225.591,4819.6,,9.56,89,1775624,2155,2586,2017,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2019,Arkansas,29600000,29600000,FALSE,TRUE,12723,11184,TRUE,FALSE,Arkansas,919783,802429,2019,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4859.8,127220,131394.8,,,,16.98,17.97,6.17,9.86,3345,nrstatehs1,2223,slstatehs,88,784,1647083,88,FALSE,TRUE,TRUE,255.65258333333333,12,3.935769230769231,52,1.8132586219141489,0.958805097151701,881.892628673483,769.3730153023423,3207.20304997244,2131.423730968231,9.453818257915772,29000000,10179,1171.7012131007828,4762.3,,9.625240432577524,87,1724492,2203.2624397898044,3407.88177993186,2018,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2020,Arkansas,31100000,31100000,FALSE,TRUE,12493,10392,TRUE,FALSE,Arkansas,1025919,880060,2020,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4970.9,128395.6,142072.2,,,,11.8,17.27,6.17,9.47,2820,nrstatehs1,2913,slstatehs,86,825,1706905,86,FALSE,TRUE,TRUE,258.85575,12,3.111698113207547,53,1.2529373358571627,0.9469405257561404,971.4842772432139,833.3644790969489,2670.372282632316,2758.437751527637,8.967526778910651,29600000,12723,881.892628673483,4859.8,,9.453818257915772,88,1647083,3207.20304997244,2131.423730968231,2019,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2021,Arkansas,34100000,34100000,FALSE,TRUE,14198,11960,TRUE,FALSE,Arkansas,1322702,1153190,2021,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,5200.5,137634.8,161493.9,,,,18.17,19.24,7.65,11.61,2553,nrstatehs1,2827,slstatehs,87,836,1746039,87,FALSE,TRUE,TRUE,270.97341666666665,12,2.957692307692308,52,4.681242996018686,0.9045942698561144,1196.5086499272222,1043.1690660553725,2309.4291709426598,2557.2880008832353,10.502339473029487,31100000,12493,971.4842772432139,4970.9,,8.967526778910651,86,1706905,2670.372282632316,2758.437751527637,2020,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
05,2022,Arkansas,31800000,31800000,FALSE,TRUE,14364,12246,TRUE,FALSE,Arkansas,1400824,1236278,2022,,TRUE,legacy_parsed_archive; HTML footnotes verified; 2023 original reconciled,4986.8,138672,163688.6,,,,28.46,21.63,10.3,14.77,3634,nrstate,3145,slstate,88,844,1773151,88,FALSE,TRUE,TRUE,292.62641666666667,12,5.344038461538461,52,7.990820747791694,0.8376584820748412,1173.4121054940074,1035.5787529025206,3044.050923859973,2634.4359261253753,12.372215780245403,34100000,14198,1196.5086499272222,5200.5,,10.502339473029487,87,1746039,2309.4291709426598,2557.2880008832353,2021,TRUE,TRUE,TRUE,approved_gate1_design; model_choice_pending_gate2
